,agglomerative_d128_n_clusters-10_linkage-average,agglomerative_d128_n_clusters-10_linkage-ward,agglomerative_d128_n_clusters-15_linkage-average,agglomerative_d128_n_clusters-15_linkage-ward,agglomerative_d128_n_clusters-5_linkage-average,agglomerative_d128_n_clusters-5_linkage-ward,agglomerative_d16_n_clusters-10_linkage-average,agglomerative_d16_n_clusters-10_linkage-ward,agglomerative_d16_n_clusters-15_linkage-average,agglomerative_d16_n_clusters-15_linkage-ward,agglomerative_d16_n_clusters-5_linkage-average,agglomerative_d16_n_clusters-5_linkage-ward,agglomerative_d256_n_clusters-10_linkage-average,agglomerative_d256_n_clusters-10_linkage-ward,agglomerative_d256_n_clusters-15_linkage-average,agglomerative_d256_n_clusters-15_linkage-ward,agglomerative_d256_n_clusters-5_linkage-average,agglomerative_d256_n_clusters-5_linkage-ward,agglomerative_d2_n_clusters-10_linkage-average,agglomerative_d2_n_clusters-10_linkage-ward,agglomerative_d2_n_clusters-15_linkage-average,agglomerative_d2_n_clusters-15_linkage-ward,agglomerative_d2_n_clusters-5_linkage-average,agglomerative_d2_n_clusters-5_linkage-ward,agglomerative_d32_n_clusters-10_linkage-average,agglomerative_d32_n_clusters-10_linkage-ward,agglomerative_d32_n_clusters-15_linkage-average,agglomerative_d32_n_clusters-15_linkage-ward,agglomerative_d32_n_clusters-5_linkage-average,agglomerative_d32_n_clusters-5_linkage-ward,agglomerative_d4_n_clusters-10_linkage-average,agglomerative_d4_n_clusters-10_linkage-ward,agglomerative_d4_n_clusters-15_linkage-average,agglomerative_d4_n_clusters-15_linkage-ward,agglomerative_d4_n_clusters-5_linkage-average,agglomerative_d4_n_clusters-5_linkage-ward,agglomerative_d64_n_clusters-10_linkage-average,agglomerative_d64_n_clusters-10_linkage-ward,agglomerative_d64_n_clusters-15_linkage-average,agglomerative_d64_n_clusters-15_linkage-ward,agglomerative_d64_n_clusters-5_linkage-average,agglomerative_d64_n_clusters-5_linkage-ward,agglomerative_d8_n_clusters-10_linkage-average,agglomerative_d8_n_clusters-10_linkage-ward,agglomerative_d8_n_clusters-15_linkage-average,agglomerative_d8_n_clusters-15_linkage-ward,agglomerative_d8_n_clusters-5_linkage-average,agglomerative_d8_n_clusters-5_linkage-ward
agglomerative_d16_n_clusters-5_linkage-average,0.8787995201681842,0.6847658132894813,0.7466775440503277,0.6909985158737035,0.45236642281532424,0.3327198789308564,0.8607649320828037,0.8113400482256636,0.7104337619689003,0.6963574564250032,1.0,0.4066931339466091,0.7747506546311744,0.7295287697390516,0.6875452612066569,0.6379613536637401,0.6638046144989115,0.505264889432571,0.3727447836819346,0.5961110757330201,0.4196650247019472,0.5989246598553912,0.22796098950833837,0.2488940579751174,0.8607649320828035,0.6367619747824118,0.73126609951659,0.6934405688343062,0.7372640677190905,0.4480796705637278,0.6777321301651668,0.6706399330579271,0.6859049951060949,0.7232343751876182,0.6361558567135066,0.23225947868067093,0.8521734838353723,0.6376561777251878,0.7350229835601733,0.6831776535441374,0.5097597437812288,0.3430073567259905,0.83969061537721,0.6831431011769716,0.7124527204923241,0.6603534200974692,0.7577647714591216,0.385629958262681
agglomerative_d16_n_clusters-5_linkage-ward,0.3775034198803404,0.6994602720426581,0.7413741570336809,0.6603548115703245,0.24857448798953302,0.3911124409306799,0.590665845473108,0.7096814424412389,0.7525563765499129,0.6410029431591348,0.4066931339466091,1.0,0.8615751624227002,0.6847949730035044,0.7155485664551927,0.6114094656812515,0.2448834204190112,0.6465066964025288,0.3894042676129757,0.362738604440089,0.36274739104468623,0.41998022999587353,0.4076538226726331,0.3514683429765787,0.590665845473108,0.7490427919257518,0.6918940260465245,0.6374031118115763,0.33059648354723475,0.5019469591307362,0.7339371943690098,0.46083829715127705,0.672867351403325,0.6067934143537067,0.6518231255984992,0.4341653981392957,0.6097270524422336,0.7220858647411513,0.6855459618795735,0.675883880912097,0.3965687310865141,0.37324543565814083,0.6009566323211246,0.6574140386279146,0.7665208189917847,0.601733288997258,0.3516749126114053,0.3193896159615974
agglomerative_d256_n_clusters-10_linkage-average,0.7245998053842837,0.6647639615019884,0.9060007945109095,0.7945040585794129,0.844495791417361,0.49253473186089397,0.8245053955354045,0.5606385104506465,0.9108631923093679,0.6964115939663479,0.7747506546311744,0.8615751624227002,1.0,0.6999494109754395,0.8924299934246175,0.6284200464357931,0.841572178182506,0.8945452692987474,0.4541892271681368,0.41989562559623506,0.5185049137516613,0.5399778097273271,0.6143659884357111,0.3880628192091836,0.8245053955354045,0.673204228870158,0.878998602235151,0.8285353256682123,0.8467024814929719,0.6519440928139275,0.6300686529264466,0.5165796722917825,0.7802340830528721,0.6954551139055336,0.8747131744560341,0.5052528477897537,0.8399525639345455,0.6707148750936229,0.8686371812600207,0.7454406165364407,0.8009385838906591,0.517223997000194,0.7696152488056404,0.6122478815907935,0.9061297778151101,0.6718611671935861,0.6784165371435973,0.5314585030884103
agglomerative_d256_n_clusters-10_linkage-ward,0.5515282155026935,0.7321549242124353,0.7014916832813796,0.7862240253157344,0.6506121555490583,0.5980842278614362,0.6224179846334389,0.6955617579664356,0.6811034292620863,0.7561517127002247,0.7295287697390516,0.6847949730035044,0.6999494109754395,1.0,0.7011754949421214,0.8252151457708414,0.8233603971996493,0.7853765130907635,0.412802139447337,0.5580319872104942,0.41863504990782385,0.6095857598339917,0.3477274985570926,0.5310745934334975,0.6224179846334389,0.821392602748477,0.7228873939034479,0.8015314548554631,0.6670228237768253,0.7295893285769074,0.6305928900546539,0.5170835345730829,0.7262512218460555,0.694350564827913,0.7248907404648964,0.4379976979808384,0.6241630146369107,0.7077490839170251,0.7831096770716353,0.6466222985276733,0.606840667990708,0.5889440166767688,0.5675278379036748,0.654910043836838,0.6968573516137899,0.7981470548795497,0.6627877020553118,0.6451847387879912
agglomerative_d256_n_clusters-15_linkage-average,0.8679481415211747,0.621741210696157,0.7542840115437468,0.6647219391884562,0.8107769615333392,0.42284901319533785,0.852516446036355,0.6443650818117628,0.842989904256681,0.5300302819456328,0.6875452612066569,0.7155485664551927,0.8924299934246175,0.7011754949421214,1.0,0.5742021459736217,0.7867387864984675,0.7638626700009498,0.5313037565133774,0.471022213639343,0.4426938134030648,0.42480325382635026,0.6870810555581012,0.5321098312262948,0.852516446036355,0.6632720205415713,0.7637904895031741,0.6573411222213116,0.7570022224020398,0.537530718901283,0.7079797956653117,0.558002208009063,0.6625081793132325,0.5611334171112242,0.6849290988065684,0.45312454071684394,0.8976779950088186,0.6592139073550856,0.7868554715432299,0.5531871373196983,0.7336208779465164,0.47161209578906294,0.8339288067551129,0.6123227346193404,0.7906467806635775,0.5275113431305083,0.640798692802522,0.5220569144250988
agglomerative_d256_n_clusters-15_linkage-ward,0.561541080166293,0.7626390798787658,0.587939461684989,0.7564120502864533,0.6157156821043841,0.5462216298836806,0.6501296772665067,0.7136758426046848,0.52540120019153,0.7336046180591557,0.6379613536637401,0.6114094656812515,0.6284200464357931,0.8252151457708414,0.5742021459736217,1.0,0.7654458970247061,0.6442999119881951,0.47145231047294633,0.6251382575767193,0.35256192977068973,0.5437574448382513,0.3861607167028019,0.5457896809404323,0.6501296772665067,0.7678309529204733,0.5721196451583492,0.6929908322142706,0.5710881700410078,0.6068249484897301,0.7115837966659762,0.5679049701824764,0.612236298290609,0.6063944459015641,0.6139305908149884,0.3972654165464246,0.5773719987366158,0.6775081177351642,0.5948614011849153,0.6048916486758351,0.5546290547613968,0.5237984419434963,0.5995969563963756,0.6639629503232244,0.5266052707906183,0.7270385550905146,0.5897091510060847,0.5573775971591644
agglomerative_d256_n_clusters-5_linkage-average,0.9217505964784877,0.8638183416477127,0.8141178515147398,0.797573547229119,0.7742760940306984,0.31728954393464726,0.9026719272729584,0.544006295398255,0.7946820625579019,0.7068312580076419,0.6638046144989115,0.2448834204190112,0.841572178182506,0.8233603971996493,0.7867387864984675,0.7654458970247061,1.0,0.5010929261646397,0.45752915658980103,0.6122668950369019,0.4312773562223439,0.6501186411029993,0.21367527522262408,0.24254608694118254,0.9026719272729586,0.748082310092114,0.8010717049143434,0.7754858065486092,0.5419602878654255,0.2713628371861313,0.6934322293529973,0.6535419770951222,0.7784985888049577,0.5891631536214137,0.47434614318590873,0.2740100552271882,0.9026719272729586,0.615681411768737,0.818579750305093,0.5792798899358489,0.5022099351161204,0.31436276176441325,0.8092041439945946,0.7754973123912133,0.7771112635867825,0.7737244265423862,0.7435757665196976,0.3707228384126824
agglomerative_d256_n_clusters-5_linkage-ward,0.48769513700386813,0.810214611048145,0.7993578278591857,0.7211260892661223,0.2896547344810525,0.4994342094771553,0.7260416891942715,0.7816685505113037,0.7698014144596328,0.6741832668381179,0.505264889432571,0.6465066964025288,0.8945452692987474,0.7853765130907635,0.7638626700009498,0.6442999119881951,0.5010929261646397,1.0,0.44940733242336206,0.5022187467284203,0.42867797305960903,0.42797337159661997,0.3963306091310301,0.36375971381864475,0.7260416891942715,0.7009136822079267,0.7369998876220171,0.6575402244237112,0.3091559954840921,0.44225584434485493,0.8516873429667502,0.6491515961857026,0.714545985115284,0.6722993283699892,0.6664209976987122,0.3679736842113971,0.712878022418168,0.7570913384974306,0.7432971431487433,0.6748822428998037,0.23290629891793152,0.5118407907408776,0.7122315564445241,0.8006232505373612,0.7684977873311049,0.6453000229823139,0.4667721636527906,0.5261202800491248
agglomerative_d2_n_clusters-10_linkage-average,0.4604135855340116,0.3729202469272309,0.5900678750743336,0.5659016003123352,0.5563944175742125,0.3908958166679654,0.3878171456838476,0.32616279614615934,0.5360838600534055,0.47571568565772465,0.3727447836819346,0.3894042676129757,0.4541892271681368,0.412802139447337,0.5313037565133774,0.47145231047294633,0.45752915658980103,0.44940733242336206,1.0,0.4905779289265288,0.8016604078613654,0.6350876933816567,0.6936238398378863,0.4868719290896239,0.3878171456838476,0.456168619043196,0.6870243440208992,0.5831907462977737,0.2855259934665004,0.3341536274699167,0.48459803563157217,0.3123300946911112,0.5524196919656608,0.5024555339168776,0.39831553268443765,0.3163653030558868,0.38949862171721267,0.5166537632156996,0.5220742769952122,0.4861396979608491,0.4770622264579013,0.4005301895273111,0.37070407167854375,0.4236717699214205,0.5233763080925546,0.563397493654391,0.35689702977318477,0.3909184637132327
agglomerative_d2_n_clusters-10_linkage-ward,0.42052657841771734,0.5168313009606995,0.5387061599026723,0.6500684025995532,0.4723653831882323,0.5371243388909592,0.37944346489526126,0.5223509195415905,0.4931101378488007,0.5751638904606875,0.5961110757330201,0.362738604440089,0.41989562559623506,0.5580319872104942,0.471022213639343,0.6251382575767193,0.6122668950369019,0.5022187467284203,0.4905779289265288,1.0,0.5083765975971397,0.8117417741820849,0.4195189867091232,0.7313284575999667,0.37944346489526126,0.48648122150453676,0.5556466685023471,0.5777955949047975,0.5687204721997302,0.5868876846154919,0.41690784545260035,0.4912434674064704,0.5145810908222083,0.5942441352918085,0.5608212002021455,0.4421284052959762,0.37274234903207504,0.48154914066161575,0.5778134637673809,0.5137360085721061,0.2975846583125058,0.5605822166542951,0.32414545600648964,0.59587434771023,0.5226867161501974,0.6355950864674511,0.6180290430196246,0.6248704931223014
agglomerative_d2_n_clusters-15_linkage-average,0.5040182074940801,0.3642758988139128,0.44802192089561044,0.4157886767397947,0.5282405165461157,0.3474529362491962,0.4653007969634119,0.3921388551354225,0.4561943648255298,0.4243555043468076,0.4196650247019472,0.36274739104468623,0.5185049137516613,0.41863504990782385,0.4426938134030648,0.35256192977068973,0.4312773562223439,0.42867797305960903,0.8016604078613654,0.5083765975971397,1.0,0.5056984079500135,0.6703811436803038,0.5005409206937566,0.4653007969634119,0.43771295735939486,0.5443386084156426,0.5099752047463106,0.37666192772841833,0.3003131834096108,0.4536810188634851,0.29128275461889624,0.4503154698083867,0.4146982181510807,0.3665531873854799,0.23540652280928365,0.46124607810516116,0.49485037395313974,0.40012589119912645,0.3933183676855479,0.4772288806134921,0.379299871888706,0.49510622365079493,0.460754861339542,0.4583171798920063,0.4481587533007046,0.4591955314987534,0.38953393163947286
agglomerative_d2_n_clusters-15_linkage-ward,0.5456814176557898,0.5653976098970025,0.4492056339128502,0.5210137341730366,0.5994686003375665,0.4433420341747791,0.49271860442883864,0.5173306696482056,0.4258265644754111,0.5795760413164432,0.5989246598553912,0.41998022999587353,0.5399778097273271,0.6095857598339917,0.42480325382635026,0.5437574448382513,0.6501186411029993,0.42797337159661997,0.6350876933816567,0.8117417741820849,0.5056984079500135,1.0,0.4759271115037983,0.6169158003443469,0.4927186044288387,0.6254561441141655,0.5133660028651986,0.5595734912803155,0.6587487259272944,0.5700890306149256,0.5672211252866991,0.4938168871133066,0.5186029325660261,0.5374880713901359,0.550792210081872,0.3896529368082643,0.4859734233109306,0.5757773018301207,0.47327371073952723,0.4646035315768643,0.5466705156209467,0.4891079567081881,0.4421858835587075,0.5979720984082842,0.41859005357451706,0.634892830884876,0.5400162844640981,0.5320430369941757
agglomerative_d2_n_clusters-5_linkage-average,0.5903544127983911,0.3257993430259106,0.712261860155767,0.6649193665222295,0.4087635488628372,0.3053642176416066,0.42925312191586673,0.39163383845157296,0.7504809772891761,0.42709304979434337,0.22796098950833837,0.4076538226726331,0.6143659884357111,0.3477274985570926,0.6870810555581012,0.3861607167028019,0.21367527522262408,0.3963306091310301,0.6936238398378863,0.4195189867091232,0.6703811436803038,0.4759271115037983,1.0,0.5454670358787844,0.42925312191586673,0.3208573206934203,0.6776849350957411,0.49147442481607184,0.11162072035056306,0.24342020392606284,0.47325009577606514,0.47503002526747673,0.5127516940458428,0.4475132710973549,0.41351633696216583,0.40259633250996457,0.42925312191586673,0.5231398955308504,0.5650498109277978,0.5033982187914129,0.3615998850731707,0.3555890766892625,0.4159520444639012,0.3942688831251347,0.5154942904650699,0.39082824269700484,0.23138171999986762,0.3498540429414022
agglomerative_d2_n_clusters-5_linkage-ward,0.38493441328514016,0.5245442175651628,0.46693658578118324,0.6083117833144275,0.2527004470499904,0.4596250565231249,0.2643199056947266,0.5630072846783652,0.5209475925032347,0.49838621007745576,0.2488940579751174,0.3514683429765787,0.3880628192091836,0.5310745934334975,0.5321098312262948,0.5457896809404323,0.24254608694118254,0.36375971381864475,0.4868719290896239,0.7313284575999667,0.5005409206937566,0.6169158003443469,0.5454670358787844,1.0,0.2643199056947266,0.44088681777942673,0.4235464312368979,0.5004349161600946,0.10814464427044194,0.371814816935387,0.4556901027040047,0.4980247007097593,0.4297336017552344,0.4588779642312474,0.36943851330809324,0.43543062624511464,0.29215573008849316,0.5109458731711717,0.5976636318734743,0.5132160827484652,0.18700429171908947,0.48665295192272523,0.27181994940925713,0.553510881063327,0.35923776941348684,0.5264552131118692,0.2386158046434541,0.5298008191112075
agglomerative_d32_n_clusters-10_linkage-average,0.7564309134778142,0.5869109591025483,0.8183937183986121,0.8112892093738073,0.9224986256023838,0.37331505090385336,1.0,0.6058876479379975,0.8977241323655185,0.7446416035821699,0.8607649320828035,0.590665845473108,0.8245053955354045,0.6224179846334389,0.852516446036355,0.6501296772665067,0.9026719272729586,0.7260416891942715,0.3878171456838476,0.37944346489526126,0.4653007969634119,0.4927186044288387,0.42925312191586673,0.2643199056947266,1.0,0.5832775740358984,0.9078644090779706,0.8868006929131766,0.9324830676552291,0.464905426018049,0.6372642101579837,0.5544784659917535,0.7902741261858359,0.7523645634605785,0.6093928020722252,0.356127777647887,0.8880290778326099,0.6212776451777495,0.9064389337828203,0.7739082995964394,0.8697266450059015,0.3814862154288183,0.9366354378404471,0.5478769491093516,0.8990956425023328,0.7260258857546144,0.7274559904433769,0.4087508670825323
agglomerative_d32_n_clusters-10_linkage-ward,0.5136257834965752,0.7421696452377253,0.6616589444899191,0.7729855432640682,0.5580464891261399,0.619168286548337,0.5832775740358983,0.6126345563853125,0.6434292175762132,0.791358361813181,0.6367619747824118,0.7490427919257518,0.673204228870158,0.821392602748477,0.6632720205415713,0.7678309529204733,0.748082310092114,0.7009136822079267,0.456168619043196,0.48648122150453676,0.43771295735939486,0.6254561441141655,0.3208573206934203,0.44088681777942673,0.5832775740358984,1.0,0.710765322915943,0.8488042153947053,0.7166410153764021,0.8232335027302806,0.6513519409137778,0.4973755093732947,0.7290718219078548,0.715744793785257,0.6596363694798708,0.4249662440445586,0.5924563143219681,0.7063579354785927,0.7917044932549182,0.6688135275688337,0.5457482265002626,0.6140597432708927,0.5283874273061342,0.5877680679484778,0.651539895060776,0.8113736389841136,0.5849266690532053,0.5688611309395082
