,agglomerative_d128_n_clusters-10_linkage-average,agglomerative_d128_n_clusters-10_linkage-ward,agglomerative_d128_n_clusters-15_linkage-average,agglomerative_d128_n_clusters-15_linkage-ward,agglomerative_d128_n_clusters-5_linkage-average,agglomerative_d128_n_clusters-5_linkage-ward,agglomerative_d16_n_clusters-10_linkage-average,agglomerative_d16_n_clusters-10_linkage-ward,agglomerative_d16_n_clusters-15_linkage-average,agglomerative_d16_n_clusters-15_linkage-ward,agglomerative_d16_n_clusters-5_linkage-average,agglomerative_d16_n_clusters-5_linkage-ward,agglomerative_d256_n_clusters-10_linkage-average,agglomerative_d256_n_clusters-10_linkage-ward,agglomerative_d256_n_clusters-15_linkage-average,agglomerative_d256_n_clusters-15_linkage-ward,agglomerative_d256_n_clusters-5_linkage-average,agglomerative_d256_n_clusters-5_linkage-ward,agglomerative_d2_n_clusters-10_linkage-average,agglomerative_d2_n_clusters-10_linkage-ward,agglomerative_d2_n_clusters-15_linkage-average,agglomerative_d2_n_clusters-15_linkage-ward,agglomerative_d2_n_clusters-5_linkage-average,agglomerative_d2_n_clusters-5_linkage-ward,agglomerative_d32_n_clusters-10_linkage-average,agglomerative_d32_n_clusters-10_linkage-ward,agglomerative_d32_n_clusters-15_linkage-average,agglomerative_d32_n_clusters-15_linkage-ward,agglomerative_d32_n_clusters-5_linkage-average,agglomerative_d32_n_clusters-5_linkage-ward,agglomerative_d4_n_clusters-10_linkage-average,agglomerative_d4_n_clusters-10_linkage-ward,agglomerative_d4_n_clusters-15_linkage-average,agglomerative_d4_n_clusters-15_linkage-ward,agglomerative_d4_n_clusters-5_linkage-average,agglomerative_d4_n_clusters-5_linkage-ward,agglomerative_d64_n_clusters-10_linkage-average,agglomerative_d64_n_clusters-10_linkage-ward,agglomerative_d64_n_clusters-15_linkage-average,agglomerative_d64_n_clusters-15_linkage-ward,agglomerative_d64_n_clusters-5_linkage-average,agglomerative_d64_n_clusters-5_linkage-ward,agglomerative_d8_n_clusters-10_linkage-average,agglomerative_d8_n_clusters-10_linkage-ward,agglomerative_d8_n_clusters-15_linkage-average,agglomerative_d8_n_clusters-15_linkage-ward,agglomerative_d8_n_clusters-5_linkage-average,agglomerative_d8_n_clusters-5_linkage-ward
agglomerative_d16_n_clusters-5_linkage-average,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0
agglomerative_d16_n_clusters-5_linkage-ward,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0
agglomerative_d256_n_clusters-10_linkage-average,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5
agglomerative_d256_n_clusters-10_linkage-ward,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5
agglomerative_d256_n_clusters-15_linkage-average,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333
agglomerative_d256_n_clusters-15_linkage-ward,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333
agglomerative_d256_n_clusters-5_linkage-average,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0
agglomerative_d256_n_clusters-5_linkage-ward,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0
agglomerative_d2_n_clusters-10_linkage-average,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5
agglomerative_d2_n_clusters-10_linkage-ward,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5
agglomerative_d2_n_clusters-15_linkage-average,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333
agglomerative_d2_n_clusters-15_linkage-ward,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333
agglomerative_d2_n_clusters-5_linkage-average,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0
agglomerative_d2_n_clusters-5_linkage-ward,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0
agglomerative_d32_n_clusters-10_linkage-average,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5
agglomerative_d32_n_clusters-10_linkage-ward,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5
agglomerative_d32_n_clusters-15_linkage-average,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333
agglomerative_d32_n_clusters-15_linkage-ward,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333
agglomerative_d32_n_clusters-5_linkage-average,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0
agglomerative_d32_n_clusters-5_linkage-ward,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0
agglomerative_d4_n_clusters-10_linkage-average,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5
agglomerative_d4_n_clusters-10_linkage-ward,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5
agglomerative_d4_n_clusters-15_linkage-average,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333
agglomerative_d4_n_clusters-15_linkage-ward,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333
agglomerative_d4_n_clusters-5_linkage-average,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0
agglomerative_d4_n_clusters-5_linkage-ward,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0
